Latitude,Longitude,CreatedDate
13.6873741,100.7537918,2026-04-22 12:36:36.1777496 +07:00
13.6873760,100.7537918,2026-04-22 12:36:41.1615229 +07:00
13.6873760,100.7537918,2026-04-22 12:36:46.8171959 +07:00
13.6873741,100.7537842,2026-04-22 12:36:51.1795539 +07:00
13.6873741,100.7537842,2026-04-22 12:36:56.8493477 +07:00
13.6873732,100.7537766,2026-04-22 12:37:01.1600021 +07:00
13.6873713,100.7537766,2026-04-22 12:37:06.7893735 +07:00
13.6873713,100.7537766,2026-04-22 12:37:11.1802252 +07:00
13.6873713,100.7537766,2026-04-22 12:37:16.8292849 +07:00
13.6873732,100.7537766,2026-04-22 12:37:21.1795304 +07:00
13.6873732,100.7537766,2026-04-22 12:37:26.1691503 +07:00
13.6873732,100.7537766,2026-04-22 12:37:31.8201551 +07:00
13.6873732,100.7537842,2026-04-22 12:37:36.1700101 +07:00
13.6873732,100.7537842,2026-04-22 12:37:41.1801766 +07:00
13.6873732,100.7537842,2026-04-22 12:37:46.1575773 +07:00
13.6873732,100.7537842,2026-04-22 12:37:51.7808406 +07:00
13.6873760,100.7537766,2026-04-22 12:37:56.1773565 +07:00
13.6873779,100.7537766,2026-04-22 12:38:01.1907988 +07:00
13.6873789,100.7537766,2026-04-22 12:38:06.1604930 +07:00
13.6873789,100.7537766,2026-04-22 12:38:11.7799104 +07:00
13.6873808,100.7537766,2026-04-22 12:38:16.1807446 +07:00
13.6873808,100.7537766,2026-04-22 12:38:21.8091221 +07:00
13.6873827,100.7537766,2026-04-22 12:38:26.1605561 +07:00
13.6873808,100.7537842,2026-04-22 12:38:31.7693674 +07:00
13.6873808,100.7537842,2026-04-22 12:38:36.1799970 +07:00
13.6873808,100.7537842,2026-04-22 12:38:41.8090377 +07:00
13.6873789,100.7537918,2026-04-22 12:38:46.1804816 +07:00
13.6873789,100.7537918,2026-04-22 12:38:51.1692447 +07:00
13.6873779,100.7537918,2026-04-22 12:38:56.1803215 +07:00
13.6873779,100.7537918,2026-04-22 12:39:01.1662290 +07:00
13.6873779,100.7537842,2026-04-22 12:39:06.1609078 +07:00
13.6873779,100.7537842,2026-04-22 12:39:11.7298615 +07:00
13.6873779,100.7537842,2026-04-22 12:39:16.1805573 +07:00
13.6873779,100.7537842,2026-04-22 12:39:21.1700193 +07:00
13.6873779,100.7537842,2026-04-22 12:39:26.8003001 +07:00
13.6873779,100.7537842,2026-04-22 12:39:31.7887439 +07:00
13.6873741,100.7537842,2026-04-22 12:39:36.1598440 +07:00
13.6873741,100.7537842,2026-04-22 12:39:41.1892648 +07:00
13.6873732,100.7537842,2026-04-22 12:39:46.7610805 +07:00
